Index,Sample,Report,Series,Longitude,Latitude,Datum,Rock_Class,Rock_Type,Rock_Name,Description,Rcvd_Sample_Wt_kg,SiO2_%_ME_XRF26,TiO2_%_ME_XRF26,Al2O3_%_ME_XRF26,Fe2O3_%_ME_XRF26,MnO_%_ME_XRF26,MgO_%_ME_XRF26,CaO_%_ME_XRF26,Na2O_%_ME_XRF26,K2O_%_ME_XRF26,P2O5_%_ME_XRF26,BaO_%_ME_XRF26,Cr2O3_%_ME_XRF26,SrO_%_ME_XRF26,LOI_%_OA_GRA05x,Total_%_ME_XRF26,SiO2_%_ME_ICP06,TiO2_%_ME_ICP06,Al2O3_%_ME_ICP06,Fe2O3_%_ME_ICP06,MnO_%_ME_ICP06,MgO_%_ME_ICP06,CaO_%_ME_ICP06,Na2O_%_ME_ICP06,K2O_%_ME_ICP06,P2O5_%_ME_ICP06,BaO_%_ME_ICP06,Cr2O3_%_ME_ICP06,SrO_%_ME_ICP06,LOI_%_OA_GRA05,Total_%_TOT_ICP06,S_%_S_IR,C_%_C_IR,Ba_ppm_ME_MS81,Ce_ppm_ME_MS81,Cr_ppm_ME_MS81,Cs_ppm_ME_MS81,Dy_ppm_ME_MS81,Er_ppm_ME_MS81,Eu_ppm_ME_MS81,Ga_ppm_ME_MS81,Gd_ppm_ME_MS81,Ge_ppm_ME_MS81,Hf_ppm_ME_MS81,Ho_ppm_ME_MS81,La_ppm_ME_MS81,Lu_ppm_ME_MS81,Nb_ppm_ME_MS81,Nd_ppm_ME_MS81,Pr_ppm_ME_MS81,Rb_ppm_ME_MS81,Sm_ppm_ME_MS81,Sn_ppm_ME_MS81,Sr_ppm_ME_MS81,Ta_ppm_ME_MS81,Tb_ppm_ME_MS81,Th_ppm_ME_MS81,Tm_ppm_ME_MS81,U_ppm_ME_MS81,V_ppm_ME_MS81,W_ppm_ME_MS81,Y_ppm_ME_MS81,Yb_ppm_ME_MS81,Zr_ppm_ME_MS81,Ag_ppm_ME_4ACD81,As_ppm_ME_4ACD81,Cd_ppm_ME_4ACD81,Co_ppm_ME_4ACD81,Cu_ppm_ME_4ACD81,Li_ppm_ME_4ACD81,Mo_ppm_ME_4ACD81,Ni_ppm_ME_4ACD81,Pb_ppm_ME_4ACD81,Sc_ppm_ME_4ACD81,Tl_ppm_ME_4ACD81,Zn_ppm_ME_4ACD81,As_ppm_ME_MS42,Bi_ppm_ME_MS42,Hg_ppm_ME_MS42,In_ppm_ME_MS42,Re_ppm_ME_MS42,Sb_ppm_ME_MS42,Sc_ppm_ME_MS42,Se_ppm_ME_MS42,Te_ppm_ME_MS42,Tl_ppm_ME_MS42,Nb_ppm_ME_XRF05,Y_ppm_ME_XRF05,Zr_ppm_ME_XRF05,Ni_%_Ni_OG62
32,13ATe318f3,FA14029267,P_plut_margin,-153.954,61.439,WGS84,Igneous,Plutonic,pegmatite,"boulder with facies variations (sandstone, and pegmatite ranging from more tourmalien to more garnetiferous); pegmatite, with more tourmaline ",0.21,74,0.02,14.85,1.01,0.03,0.14,0.48,3.78,4.46,0.25,0.01,-0.01,-0.01,0.31,99.35,,,,,,,,,,,,,,,,-0.01,0.02,71.7,5.4,10,7.87,0.75,0.52,0.06,17.8,0.66,,1.4,0.17,2.7,0.11,9.6,2.1,0.63,154.5,0.65,5,28.6,3.2,0.13,1.37,0.09,18.35,-5,1,5.7,0.74,31,-0.5,,-0.5,-1,-1,10,-1,-1,28,1,,16,0.4,0.41,-0.005,,,-0.05,,-0.2,0.01,0.03,,,,
33,13ATe319c,FA14029267,EO_M_dike,-154.132,61.9945,WGS84,Igneous,Volcanic,mafic,mafic dike; 4m wide ,0.36,48.3,2.11,15.25,10.89,0.29,3.71,6.41,3.75,2.54,0.79,0.26,0.01,0.05,4.77,99.25,,,,,,,,,,,,,,,,-0.01,0.73,2510,80.5,50,8.08,7.51,4.41,2.77,23.1,8.73,,6.7,1.58,35.9,0.64,21,46.1,10.7,149.5,10.05,2,439,1.1,1.28,3.37,0.63,4.39,180,1,41,3.58,312,-0.5,,-0.5,17,4,150,-1,5,9,22,,216,27.2,0.18,-0.005,,,0.44,,0.6,-0.01,0.1,,,,
34,13ATe319d,FA14029267,EO,-154.1323,61.9948,WGS84,Igneous,Plutonic,granite,"granite, collected north of dikes; miarolitic cavities; cavity with epidote (?), white mica, red mineral? ",0.66,75,0.1,12.65,1.65,0.02,0.03,0.5,3.7,4.96,0.01,0.02,-0.01,-0.01,0.18,98.85,,,,,,,,,,,,,,,,-0.01,0.02,157,111.5,20,5.61,9.28,5.65,0.24,23.3,8.29,,7.8,1.9,55.1,0.9,19.3,44.9,12.45,238,9.66,8,22.8,1.6,1.43,33.8,0.93,11.1,-5,1,55.2,5.84,222,-0.5,,-0.5,-1,1,30,-1,-1,17,1,,30,1.7,0.04,-0.005,,,0.1,,0.4,-0.01,0.09,,,,
35,13ATe320a,FA14029267,EO_M_dike,-154.0854,61.996,WGS84,Igneous,Volcanic,mafic,mafic dike; 2m wide; plagioclase + hornblende (clinopyroxene?) phyrric ,0.75,52.6,1.71,15.05,9.33,0.17,4.1,5.25,4.02,2.74,0.51,0.07,0.01,0.04,2.47,98.19,,,,,,,,,,,,,,,,0.01,0.21,669,74,70,3.31,8.5,5.29,1.89,24,8.58,,7,1.74,32.5,0.76,22.8,41.3,9.56,159,8.8,9,413,1.5,1.37,9.44,0.79,4.33,174,13,48.5,4.83,276,-0.5,,-0.5,23,7,100,2,18,25,19,,207,1.7,0.27,0.005,,,0.58,,0.6,-0.01,0.09,,,,
36,13ATe320b,FA14029267,EO,-154.0859,61.9953,WGS84,Igneous,Plutonic,granite,coarse biotite K-feldspar granite; equigranular to 2-10cm; miarolitic ,0.77,73.1,0.21,12.15,3.25,0.07,0.11,0.52,4.36,4.6,0.02,0.02,-0.01,-0.01,0.2,98.73,,,,,,,,,,,,,,,,-0.01,0.01,174.5,199.5,10,8.78,17.65,11.9,0.38,30.2,16.8,,22.8,3.88,101.5,1.85,62.4,90.8,24.5,231,18.4,14,22.2,4.1,2.83,52.1,1.82,13.9,-5,2,109,11.9,866,-0.5,,-0.5,-1,1,70,2,-1,23,1,,169,5.7,0.38,0.005,,,0.59,,1.7,0.01,0.28,,,,
37,13ATe320d,FA14029267,EO_dike,-154.0867,61.9947,WGS84,Igneous,Plutonic,granite,boulder with aplite (similar to 13ATe319d?) in contact with more coarse granite (like 13ATe320b); same red mineral'zd zones as 13ATe319d? ,0.63,75.8,0.09,12.65,1.96,0.03,-0.01,0.37,4.56,4.33,-0.01,0.01,0.01,-0.01,0.51,100.4,,,,,,,,,,,,,,,,-0.01,-0.01,31.4,146.5,10,6.67,11.35,8.33,0.2,33.5,9.29,,13.1,2.57,78.9,1.27,57.8,50.9,15.45,421,10.75,7,11.3,1.8,1.68,43.6,1.32,12.4,-5,1,99.9,8.96,404,-0.5,,-0.5,1,2,180,1,1,15,-1,,118,2.7,0.23,-0.005,,,0.51,,1.6,-0.01,0.75,,,,
38,13ATe321a,FA14029267,EO_dike,-154.0244,62.0298,WGS84,Igneous,Volcanic,felsic,"felsic dike intruding sediment; 1m wide, cuts across sedimentary structure ",0.72,74.4,0.12,13.2,1.98,0.02,-0.01,0.4,4.52,5.31,-0.01,-0.01,-0.01,-0.01,0.15,100.15,,,,,,,,,,,,,,,,-0.01,0.03,15.2,68.5,10,3.06,4.75,2.43,0.08,29.3,5.53,,4.5,0.86,30,0.55,12.1,36.4,8.83,235,7.26,5,17.5,0.9,0.85,4.63,0.39,1.32,-5,1,22.2,2.86,155,-0.5,,-0.5,-1,-1,30,1,1,7,-1,,46,2.4,0.04,-0.005,,,0.18,,0.4,-0.01,0.06,,,,
39,13ATe321b,FA14029267,EO_M_dike,-154.0244,62.0298,WGS84,Igneous,Volcanic,mafic,"mafic dike; subvertical, ~1m thick; exposedimentary just below (~5m) the felsic dike, intruding same sedimentary unit ",0.31,47.3,1.46,16.65,9.92,0.17,6.69,6.25,3.52,2.56,0.34,0.07,0.01,0.24,4.45,99.73,,,,,,,,,,,,,,,,0.01,0.45,626,31.7,70,18.95,5.05,2.84,1.47,18,5.04,,3.3,1.06,13.3,0.46,9.5,19.6,4.37,197,5.07,1,2130,0.5,0.77,1.6,0.47,0.66,174,-1,27.5,2.83,155,-0.5,,-0.5,35,19,220,-1,32,2,20,,126,0.7,0.01,0.006,,,0.14,,0.6,-0.01,0.59,,,,
40,13ATe321e,FA14029267,EO,-154.0265,62.0288,WGS84,Igneous,Plutonic,granite,"representative prevalent granite, coarse biotite alkali feldspar granite ",0.49,73.2,0.25,11.85,3.96,0.07,0.15,0.69,4.3,4.58,0.03,0.02,-0.01,-0.01,0.36,99.65,,,,,,,,,,,,,,,,-0.01,0.02,139.5,253,10,6.49,20.9,13.65,0.35,31.1,19.95,,29.1,4.47,120.5,2.1,56.4,110,29.3,262,23.1,13,44.8,3.3,3.27,38.6,2.2,13.2,6,3,121.5,14.15,1250,-0.5,,-0.5,1,7,80,7,-1,47,1,,243,33.1,0.23,0.007,,,0.87,,2.1,0.01,0.28,56,121,1270,
41,13ATe322a,FA14029267,EO,-154.0493,62.043,WGS84,Igneous,Plutonic,granite,"coarse alkali feldspar granite; medium coarse, specular hematite; on promontory ~1km from sediment contact, west of 13ATe321e ",0.42,74.9,0.16,11.65,2.89,0.04,-0.01,0.27,3.87,4.74,0.01,0.01,-0.01,-0.01,0.36,98.99,,,,,,,,,,,,,,,,-0.01,0.01,64.3,154,90,2.63,10.85,6.77,0.19,30.4,10.95,,13.6,2.26,81.2,1.14,32,68.4,18.85,225,13.1,7,12.2,1.7,1.75,19.35,1.12,6.6,-5,2,65.8,7.36,615,-0.5,,-0.5,-1,-1,30,1,-1,12,-1,,133,1.9,0.08,0.006,,,1.2,,0.5,-0.01,0.05,,,,
42,13ATe334a,FA14029267,,-154.278,61.5812,WGS84,Igneous,Plutonic,granite,highly altered/mineralized vein (?) within granite; brown/orange weathering around and within grains; vuggy miarolitic cavities ,0.72,63,0.29,17.65,3.26,0.05,0.15,1.49,4.93,6.93,0.06,0.15,-0.01,0.01,1.78,99.81,,,,,,,,,,,,,,,,-0.01,0.28,1415,220,10,2.68,16.15,9.68,1.27,31.5,16.65,,12.3,3.38,102.5,1.47,27.1,99.6,26.1,268,21.1,5,73.4,1.8,2.71,34.9,1.49,11.95,10,1,90.9,9.59,452,-0.5,,-0.5,1,-1,50,-1,6,23,10,,90,15,0.09,0.006,,,0.16,,0.7,-0.01,0.11,,,,
43,13ATe324,FA14029267,EO,-154.1412,62.0234,WGS84,Igneous,Plutonic,granite,"hornblende granite to quartz monzonite, reddish mineralization (garnet?monazite?) ",0.48,76.1,0.09,12.65,1.56,0.02,0.02,0.44,3.7,5.05,-0.01,0.01,-0.01,-0.01,0.19,99.86,,,,,,,,,,,,,,,,-0.01,-0.01,115.5,102,10,5.6,6.7,4.35,0.18,22.3,6.42,,6.7,1.47,55.1,0.7,18.2,39.8,11.7,226,8.15,5,16,1.5,1.07,36,0.73,11.85,-5,1,43.1,4.88,206,-0.5,,-0.5,-1,-1,40,1,-1,24,1,,37,0.7,0.04,0.006,,,0.19,,0.5,-0.01,0.15,19,41,202,
44,13ATe325a,FA14029267,EO,-153.9918,61.9397,WGS84,Igneous,Plutonic,granite,"biotite granite, alkali feldspar; coarse, slightly lighter in color than eastern Windy Fork?; locally smalll inclusions (fine-grained, diorite?) and aplites, both on 10cm scale; collected 2 thinsection samples, with and without diorite inclusions ",0.6,76,0.14,12.55,1.84,0.03,0.1,0.63,3.72,4.73,0.02,0.04,-0.01,-0.01,0.15,99.98,,,,,,,,,,,,,,,,-0.01,0.01,305,99.8,10,12.25,7.54,5.23,0.28,23.2,7.11,,6.2,1.65,48.7,0.91,22.6,42.5,11.55,235,8.69,7,43.3,2.2,1.24,24.8,0.88,8.29,5,2,51.1,6.04,181,-0.5,,-0.5,-1,1,70,1,-1,24,2,,70,7.4,0.07,0.008,,,0.34,,0.6,-0.01,0.41,,,,
45,13ATe325b,FA14029267,EO,-153.9921,61.9403,WGS84,Igneous,Plutonic,granite,fine-grained granite (aplite?) in boulder float (no aplite found in-situ); in contact with coarse-grained granite (i.e. 13ATe325a) ,0.32,75,0.19,12.35,2.3,0.04,0.12,0.4,3.47,4.9,0.02,0.04,-0.01,-0.01,0.38,99.25,,,,,,,,,,,,,,,,-0.01,0.01,366,158.5,10,7.59,6.78,4.11,0.39,22,7.55,,8.3,1.33,83.7,0.65,14.1,59.8,17.6,190,10.3,10,36.4,0.9,1.1,17.9,0.63,4.63,5,8,38,4.29,291,-0.5,,-0.5,-1,3,70,-1,1,31,4,,112,7.5,0.11,0.01,,,0.75,,0.5,-0.01,0.21,,,,
46,13ATe326b,FA14029267,EO,-153.9314,61.9757,WGS84,Igneous,Plutonic,granite,"coarse grained leucocratic granite; hosts inclusions of finer grained granite blocks, to 3m ",0.91,73.5,0.03,13,1.86,0.06,-0.01,0.29,4.23,5.3,-0.01,0.01,-0.01,-0.01,0.94,99.37,,,,,,,,,,,,,,,,0.01,0.27,53,84.3,10,3,7.22,4.98,0.09,32.6,5.82,,9.6,1.5,41.4,1,24.9,35,9.65,217,6.95,13,16.4,1.9,1.03,15.5,0.88,5.78,-5,1,45,6.06,314,-0.5,,7.2,-1,48,10,-1,1,31,1,,779,1,0.33,0.009,,,0.19,,1.4,0.01,0.08,,,,
47,13ATe327a,FA14029267,P_plut_TP,-154.1182,61.8218,WGS84,Igneous,Plutonic,granite,"biotite granite (quartz diorite?); coarse, relatively fresh, some Fe staining internally; 2 prominent cleavages - 050 (W30?) and 105 (S60?) ",0.52,68.7,0.37,15.7,3.22,0.05,0.41,2.12,3.57,4.78,0.14,0.26,-0.01,0.02,0.36,99.78,,,,,,,,,,,,,,,,0.01,0.02,2330,100.5,20,10.15,7.32,4.29,1.47,23.3,7.6,,7.8,1.46,48.7,0.71,17.9,45.6,11.95,166,9.26,5,213,1,1.17,18.15,0.7,6.45,20,4,42.6,4.68,308,-0.5,,-0.5,4,6,60,-1,5,23,5,,69,12.3,0.11,0.008,,,0.27,,0.7,0.01,0.57,,,,
48,13ATe328a,FA14029267,EO,-154.2016,61.7901,WGS84,Igneous,Plutonic,granite,"biotite granite, coarse, fresh, in-situ; poor GPS signal? ",0.31,75.3,0.04,13.1,1.51,0.02,-0.01,0.71,3.88,4.73,-0.01,-0.01,-0.01,-0.01,0.22,99.56,,,,,,,,,,,,,,,,-0.01,-0.01,12.9,43,-10,4.76,12.4,6.99,0.06,25.6,10.95,,4.3,2.49,17,0.96,18.6,26.6,6.13,265,9.88,6,7.9,1.2,2,24.4,1.09,7.65,-5,-1,67.2,6.64,98,-0.5,,-0.5,-1,-1,120,-1,-1,29,9,,56,1.9,0.14,0.006,,,0.1,,1.5,-0.01,0.6,19,70,96,
49,13ATe328b,FA14029267,EO,-154.2013,61.7905,WGS84,Igneous,Plutonic,granite,"coarse plagioclase porphyry, up to 3cm, blocky rectangular plagioclase with biotite inclusions; locally xenolithic (photo) - thinsection contains xenolith in photo; dominant float lithology, from upsection at waterfall? ",0.45,68.4,0.42,15.05,3.02,0.08,0.64,2.42,3.23,4.87,0.14,0.14,-0.01,0.04,0.39,98.91,,,,,,,,,,,,,,,,-0.01,0.07,1235,80.9,10,8.93,3.83,2.04,1.43,19.3,4.7,,7.4,0.71,40.1,0.31,16.9,37.7,9.67,204,6.85,5,313,1.3,0.68,18.25,0.33,7.27,19,1,21.1,2.02,269,-0.5,,-0.5,2,-1,40,1,3,24,4,,75,2.9,0.02,-0.005,,,0.17,,0.4,-0.01,0.84,,,,
50,13ATe329a,FA14029267,EO,-154.2365,61.8115,WGS84,Igneous,Plutonic,granite,"biotite granite, homogenous; speckeld with sub-mm brown stain, or mineral; outcrop scale planar jointing ",0.8,75.7,0.07,12.6,1.36,0.02,0.01,0.65,3.56,4.77,-0.01,0.01,-0.01,-0.01,0.2,98.98,,,,,,,,,,,,,,,,-0.01,0.01,93.1,51,10,4.92,6.17,4.31,0.15,22.5,5.72,,6.3,1.33,22.6,0.76,17.6,24.2,6.49,221,5.93,2,20,1.6,0.99,27.1,0.69,8.25,-5,-1,41.3,4.9,155,-0.5,,-0.5,-1,-1,80,-1,-1,28,2,,36,1.4,0.03,0.006,,,0.08,,0.7,-0.01,0.44,,,,
51,13ATe330a,FA14029267,EO,-154.2673,61.8241,WGS84,Igneous,Plutonic,granite,"granite, biotite + hematite; compositionally banded, miarolitic; samp from ~7m from contact with sediment ",0.83,76.8,0.08,12.1,1.19,0.01,-0.01,0.35,2.99,5.43,-0.01,0.01,-0.01,-0.01,0.34,99.31,,,,,,,,,,,,,,,,-0.01,0.01,44.6,30,10,5.4,4.11,2.61,0.18,20.1,3.5,,3.3,0.83,13.3,0.46,10.7,14.7,3.8,213,3.97,2,19.4,0.8,0.64,12.95,0.44,6.02,-5,-1,25.1,2.93,94,-0.5,,-0.5,-1,-1,60,-1,1,26,1,,23,2.7,0.02,0.005,,,0.1,,0.3,-0.01,0.14,,,,
52,13ATe330b,FA14029267,PSed_Dillinger,-154.2673,61.8241,WGS84,Sedimentary,,limestone,"limestone, Barren Ridge limestone of Dumoulin et al 2018 ",0.42,9.3,0.03,0.71,0.53,0.02,4.75,47.8,0.21,0.08,0.02,0.01,-0.01,0.17,36.82,100.5,,,,,,,,,,,,,,,,-0.01,9.76,37.9,4.7,10,0.42,0.27,0.22,0.1,0.6,0.35,,0.2,0.08,2,0.02,0.6,1.9,0.51,2.1,0.42,-1,1425,-0.1,0.06,0.38,0.02,0.2,9,-1,2.1,0.16,9,-0.5,,-0.5,-1,-1,-10,-1,5,3,1,,9,0.1,-0.01,0.008,,,0.1,,0.3,0.01,0.04,,,,
53,13ATe331a,FA14029267,P_plut_TP,-154.17,61.8248,WGS84,Igneous,Plutonic,granite,"coarse biotite + plagioclase granite porphyry (up to 4cm); float, characterized by rusty spots on boulders, not as widespread as biotite; oxide/sulfide phase clots? ",1.02,70.4,0.32,14,2.63,0.04,0.36,1.52,3.02,5.26,0.13,0.14,-0.01,0.01,0.45,98.31,,,,,,,,,,,,,,,,-0.01,0.05,1315,97.6,10,8.79,6.27,3.53,0.91,22.1,7.01,,7.1,1.18,46.2,0.52,13,43.6,11.55,215,9.15,4,142,1.1,1.07,20.9,0.56,6.79,16,1,34.6,3.53,270,-0.5,,-0.5,2,1,60,-1,2,21,4,,65,3.5,0.05,0.005,,,0.12,,0.5,-0.01,0.61,,,,
54,13ATe332d,FA14029267,EO,-154.1116,61.9514,WGS84,Igneous,Plutonic,granite (quartz monzonite),"fresh plutonic phase, float, but local (?); hornblende quartz monzonite, moderately coarse ",0.61,66.8,0.18,16.1,3.1,0.06,0.02,0.88,5.83,5.84,0.01,0.01,-0.01,-0.01,0.07,99.06,,,,,,,,,,,,,,,,0.04,0.02,63.4,69.1,10,2.59,7.21,4.51,0.37,31.7,7.05,,9.6,1.48,29.6,0.87,14.8,37.4,9.23,125.5,8.29,3,11.7,0.7,1.13,8.31,0.73,4.45,-5,-1,40.1,5.22,460,-0.5,,-0.5,-1,1,10,-1,-1,18,1,,88,1.6,0.06,0.005,,,0.23,,0.7,-0.01,0.08,,,,
55,13ATe332e,FA14029267,EO_M_dike,-154.1116,61.9514,WGS84,Igneous,Volcanic,mafic,"dike material, fresh, float, but local (2 pieces, more and less proximal); more distal piece has Fe mineralization/inclusion ",0.35,47.9,2.25,16.3,13,0.24,5.22,7.7,3.43,1.53,0.56,0.05,0.01,0.05,1.13,99.51,,,,,,,,,,,,,,,,0.01,0.05,404,39.9,40,11.15,5.84,3.44,1.81,22.6,6.01,,4.1,1.19,16.5,0.5,12.5,24.9,5.56,55.5,6.49,2,461,0.7,0.92,0.83,0.52,0.47,244,1,32.4,3.22,192,-0.5,,-0.5,27,-1,130,-1,11,13,23,,130,24.8,0.04,0.007,,,1.6,,0.5,-0.01,0.82,,,,
56,13ATe332f,FA14029267,EO_M,-154.1116,61.9514,WGS84,Igneous,Plutonic,gabbro,"fresh gabbro, float ",0.33,52.3,1.54,15.35,10.73,0.19,5.2,8.48,3.82,1.32,0.3,0.04,0.02,0.04,0.31,100,,,,,,,,,,,,,,,,0.1,0.05,375,32.8,50,2.43,5.61,3.46,1.58,21.1,5.69,,3.8,1.21,14.1,0.52,7.4,20.5,4.47,40.8,5.08,1,348,0.4,0.84,2.42,0.52,0.98,216,-1,31.7,3.29,154,-0.5,,-0.5,28,25,50,1,10,11,30,,116,1,0.02,-0.005,,,0.14,,0.5,-0.01,0.32,,,,
57,13ATe333,FA14029267,EO,-154.2437,61.6428,WGS84,Igneous,Plutonic,granite,"biotite granite, homogeneous, mapped leuco-granite, fresh/in-situ ",0.26,72.4,0.21,13.55,2.14,0.03,0.21,1.13,3.21,5.29,0.06,0.07,-0.01,0.01,0.26,98.61,,,,,,,,,,,,,,,,-0.01,-0.01,686,106,10,3.03,5.95,3.48,0.62,22.5,6.85,,6.6,1.19,50.9,0.54,17,45.8,12.6,179,9.44,3,116,1.2,1.04,22.1,0.53,6.61,8,-1,33.2,3.61,236,-0.5,,-0.5,-1,-1,50,-1,1,24,4,,64,0.4,0.04,0.006,,,-0.05,,0.6,-0.01,0.44,17,32,232,
58,13ATe334c,FA14029267,P_plut_TP,-154.2789,61.5813,WGS84,Igneous,Plutonic,granite,"biotite granite, coarse, locally dominant; altered, friable, but minimal Fe staining ",0.97,73.4,0.14,13.65,1.65,0.02,0.04,0.85,3.15,5.98,0.02,0.1,-0.01,0.01,0.22,99.26,,,,,,,,,,,,,,,,-0.01,-0.01,970,89.6,10,5.61,6.33,3.58,0.63,23.2,6.68,,4.7,1.27,40.5,0.49,17.9,42.3,11.1,236,8.44,4,64.2,0.9,1.02,16.75,0.55,4.57,-5,-1,34.7,3.53,178,-0.5,,-0.5,-1,-1,70,-1,1,22,3,,63,3.5,0.08,-0.005,,,0.06,,0.6,-0.01,0.41,,,,
59,13ATe334e,FA14029267,,-154.2855,61.5828,WGS84,Igneous,Plutonic,granite,"biotite (±hornblende?) granite, fine grained (aplite, like 13ATe334d?); slightly altered, Fe staining; alteration rim on weathered surfaces to salmon color ",0.34,75.7,0.03,12.8,1.13,0.01,-0.01,0.71,3.62,4.9,-0.01,-0.01,-0.01,-0.01,0.29,99.26,,,,,,,,,,,,,,,,-0.01,-0.01,7.5,27,10,7.11,18.45,12.8,0.05,27.6,12.9,,3.1,4.16,8.8,2.07,23.3,23.6,4.7,259,10.4,4,5.6,2.7,2.69,39.3,2.15,11,-5,1,130,14.15,51,-0.5,,-0.5,-1,-1,60,-1,-1,46,1,,37,19.8,0.06,0.005,,,0.1,,2,-0.01,0.25,,,,
60,13ATe334g,FA14029267,P_plut_TP,-154.2869,61.5841,WGS84,Igneous,Plutonic,granite,plagioclase porphyry (like 13ATe334b?) in contact with coarse granite ,0.6,69.6,0.39,13.7,4.5,0.07,0.48,1.5,3.08,4.84,0.19,0.1,-0.01,0.01,0.38,98.94,,,,,,,,,,,,,,,,-0.01,0.01,985,121,20,19.5,7.53,4.42,0.74,26.8,8.61,,8.4,1.52,56.5,0.65,23.1,54.4,14.7,267,11.15,7,103,1.2,1.31,16.85,0.67,5.23,21,-1,45.2,4.32,324,-0.5,,-0.5,4,1,170,-1,15,27,6,,220,132.5,0.03,0.007,,,0.13,,0.9,0.01,1.16,,,,
61,13ATe335b,FA14029267,,-154.2696,61.6199,WGS84,Igneous,Plutonic,pegmatite,"extremely coarse mineralized zone within leuco-granite boulder; massive feldspar and biotite, ~10cm ",1.4,73.9,0.01,14.4,0.76,0.03,-0.01,0.62,5.12,4.06,-0.01,-0.01,-0.01,-0.01,0.2,99.13,,,,,,,,,,,,,,,,-0.01,-0.01,7.4,7.6,10,13.65,13.55,10.65,-0.03,27.3,7.87,,6.4,3.18,3.6,2.02,62.2,6.2,1.09,222,4.48,4,4,4.8,1.77,41.4,1.94,26.5,-5,7,88.1,13.5,132,-0.5,,-0.5,-1,1,10,-1,-1,55,2,,20,10.1,0.59,0.007,,,0.06,,1,0.01,0.16,,,,
62,13ATe335c,FA14029267,EO_M,-154.2696,61.6199,WGS84,Igneous,Plutonic,diorite,mafic mode present as lithic blocks in leuco-granite; sample has mineralization stain on one broken surface ,0.55,52.8,2.25,15.95,11.02,0.2,3.3,6.63,3.61,2.62,0.83,0.14,0.01,0.07,0.25,99.83,,,,,,,,,,,,,,,,0.01,0.01,1310,91.3,50,1.15,8.08,4.5,2.52,25.1,9.2,,9.3,1.62,41.1,0.7,23,50.5,11.95,59.4,10.75,1,553,1.1,1.31,4.77,0.69,1.93,139,-1,43.4,4.43,435,-0.5,,-0.5,17,13,30,1,4,14,20,,161,1.3,0.04,0.006,,,-0.05,,1,0.01,0.45,,,,
63,13ATe335d,FA14029267,EO,-154.2696,61.6199,WGS84,Igneous,Plutonic,granite,"moderately altered leuco-granite, biotite; some Fe staining (biotite, or sulfide?); silicic vein, synmagmatic? ",0.57,69,0.51,13.8,5.36,0.09,0.36,1.63,3.13,4.73,0.18,0.18,-0.01,0.02,0.13,99.21,,,,,,,,,,,,,,,,-0.01,0.01,1620,109,10,7.84,7.28,4.02,1.37,23.5,8.55,,10.3,1.42,51,0.58,20.8,51.2,13.15,147.5,10.45,3,152.5,1.4,1.29,14.15,0.6,3.8,20,-1,39.8,3.78,427,-0.5,,-0.5,3,5,40,-1,2,20,10,,135,8.1,0.21,-0.005,,,-0.05,,0.7,0.02,0.74,,,,
64,13ATe336a,FA14029267,EO,-154.282,61.6299,WGS84,Igneous,Plutonic,granite,biotite granite (leuco-granite?) from boulder near base of outcrop; photoset shows relationship intruding (lithic) diorite in cliff wall above station ,0.52,68.1,0.41,14.9,4.19,0.08,0.39,1.68,3.47,5.9,0.11,0.13,-0.01,0.03,-0.01,99.46,,,,,,,,,,,,,,,,-0.01,0.01,1175,223,10,1.77,6.11,3.46,1.28,22.1,9,,12.6,1.16,107,0.53,17.3,92.5,25.1,88.3,14.45,2,180.5,0.8,1.1,18.75,0.54,4.25,12,-1,31,3.58,521,-0.5,,-0.5,2,1,20,-1,2,19,9,,89,0.8,0.03,-0.005,,,-0.05,,0.4,-0.01,0.27,,,,
65,13ATe337a,FA14029267,EO,-154.3109,61.6519,WGS84,Igneous,Plutonic,granite,fine granite (quartz diorite? leuco-granite?) in contact with coarse alkali feldspar granite; sample is of fine-grained mode; extra thinsection sample from nearby boulder with similar fine/coarse contact ,0.95,74.1,0.16,13.25,1.54,0.02,0.14,0.67,2.82,5.87,0.03,0.1,-0.01,0.01,0.09,98.83,,,,,,,,,,,,,,,,-0.01,0.02,1025,79.5,10,8.32,5.27,3.06,0.57,18.4,4.99,,4.3,1.08,40,0.59,14.6,31.7,9.05,234,6.5,2,105.5,1.7,0.82,29.8,0.56,10.65,5,1,32.1,3.86,133,-0.5,,-0.5,1,-1,30,-1,2,29,3,,42,0.7,0.03,-0.005,,,0.06,,0.4,-0.01,0.36,,,,
66,13ATe337b,FA14029267,P_plut_TP,-154.3111,61.6522,WGS84,Igneous,Plutonic,granite,"biotite + hornblende granite, coarse; just below station 13ATe337a (i.e. same facies as in base of boulder); gray/blue feldspars?; base of outcrop locally characterized by complex aplite/pegmatite banding [photo] ",0.71,70.8,0.43,13.95,3.52,0.06,0.35,1.51,3.1,5.13,0.11,0.16,-0.01,0.01,0.03,99.22,,,,,,,,,,,,,,,,-0.01,0.02,1540,156,20,6.53,5.63,3.31,1.1,22.8,6.77,,11.2,1.13,79.5,0.46,19.5,60.6,17.3,175.5,9.87,3,135,0.8,0.99,13.85,0.5,2.5,15,1,32.2,3.33,476,-0.5,,-0.5,2,4,60,-1,3,21,5,,105,2.1,0.16,0.006,,,0.06,,0.6,0.01,0.73,21,33,477,
